Frequency (Hz)	Amplitude (MPa)	Phase Angle (deg)	Real (MPa)	Imaginary (MPa)
837.35	1.2282e-007	-68.581	4.4852e-008	-1.1434e-007
846.28	1.2414e-007	-77.944	2.5928e-008	-1.214e-007
855.32	1.2547e-007	-87.409	5.6725e-009	-1.2534e-007
864.45	1.2681e-007	-96.975	-1.54e-008	-1.2587e-007
873.68	1.2817e-007	-106.64	-3.6707e-008	-1.228e-007
883.	1.2953e-007	-116.41	-5.7619e-008	-1.1601e-007
892.43	1.3091e-007	-126.28	-7.747e-008	-1.0553e-007
901.95	1.3231e-007	-136.25	-9.5585e-008	-9.1488e-008
911.58	1.3373e-007	-146.33	-1.113e-007	-7.414e-008
921.31	1.3518e-007	-156.51	-1.2398e-007	-5.387e-008
931.15	1.3664e-007	-166.81	-1.3304e-007	-3.1183e-008
941.09	1.3813e-007	-177.22	-1.3797e-007	-6.7105e-009
951.13	1.3963e-007	172.26	-1.3836e-007	1.88e-008
961.28	1.4114e-007	161.62	-1.3394e-007	4.4493e-008
971.54	1.4265e-007	150.87	-1.2461e-007	6.9432e-008
981.92	1.4415e-007	140.01	-1.1044e-007	9.2633e-008
992.4	1.4565e-007	129.05	-9.1753e-008	1.1312e-007
1003.	1.4718e-007	117.97	-6.9037e-008	1.2998e-007
1013.7	1.4873e-007	106.8	-4.2986e-008	1.4238e-007
1024.5	1.5034e-007	95.514	-1.4446e-008	1.4965e-007
1035.5	1.5202e-007	84.109	1.5604e-008	1.5122e-007
1046.5	1.5378e-007	72.572	4.6056e-008	1.4672e-007
1057.7	1.5558e-007	60.893	7.5681e-008	1.3593e-007
1069.	1.5741e-007	49.063	1.0314e-007	1.1891e-007
1080.4	1.5921e-007	37.083	1.2701e-007	9.5999e-008
1091.9	1.6096e-007	24.961	1.4592e-007	6.7926e-008
1103.6	1.6263e-007	12.714	1.5864e-007	3.5792e-008
1115.3	1.6423e-007	0.35805	1.6422e-007	1.0263e-009
1127.3	1.6579e-007	-12.093	1.6211e-007	-3.4735e-008
1139.3	1.6738e-007	-24.637	1.5215e-007	-6.9776e-008
1151.4	1.6906e-007	-37.281	1.3451e-007	-1.024e-007
1163.7	1.7085e-007	-50.046	1.0972e-007	-1.3097e-007
1176.2	1.7277e-007	-62.954	7.8562e-008	-1.5388e-007
1188.7	1.7478e-007	-76.023	4.2216e-008	-1.696e-007
1201.4	1.7681e-007	-89.259	2.2852e-009	-1.7679e-007
1214.2	1.788e-007	-102.65	-3.9169e-008	-1.7445e-007
1227.2	1.8072e-007	-116.19	-7.9752e-008	-1.6217e-007
1240.3	1.826e-007	-129.84	-1.1697e-007	-1.4021e-007
1253.5	1.8451e-007	-143.59	-1.485e-007	-1.0951e-007
1266.9	1.8655e-007	-157.47	-1.7231e-007	-7.1487e-008
1280.4	1.8876e-007	-171.48	-1.8668e-007	-2.7951e-008
1294.1	1.9113e-007	174.32	-1.902e-007	1.8913e-008
1307.9	1.9358e-007	159.93	-1.8182e-007	6.6443e-008
1321.9	1.9598e-007	145.33	-1.6118e-007	1.1148e-007
1336.	1.9822e-007	130.57	-1.2891e-007	1.5058e-007
1350.2	2.0031e-007	115.67	-8.6771e-008	1.8054e-007
1364.7	2.0234e-007	100.67	-3.7475e-008	1.9884e-007
1379.2	2.0449e-007	85.572	1.5787e-008	2.0388e-007
1393.9	2.0688e-007	70.331	6.9631e-008	1.9481e-007
1408.8	2.0949e-007	54.897	1.2047e-007	1.7138e-007
1423.9	2.1216e-007	39.232	1.6434e-007	1.3419e-007
1439.1	2.1468e-007	23.347	1.9711e-007	8.5078e-008
1454.4	2.169e-007	7.2968	2.1515e-007	2.7549e-008
1470.	2.189e-007	-8.8482	2.1629e-007	-3.367e-008
1485.6	2.2093e-007	-25.058	2.0014e-007	-9.3571e-008
1501.5	2.233e-007	-41.37	1.6758e-007	-1.4759e-007
1517.5	2.2611e-007	-57.876	1.2023e-007	-1.9149e-007
1533.7	2.291e-007	-74.65	6.0645e-008	-2.2093e-007
1550.1	2.3185e-007	-91.689	-6.8335e-009	-2.3175e-007
1566.6	2.3405e-007	-108.89	-7.5757e-008	-2.2145e-007
1583.4	2.3593e-007	-126.1	-1.3901e-007	-1.9063e-007
1600.3	2.3817e-007	-143.28	-1.9092e-007	-1.4239e-007
1617.4	2.4152e-007	-160.55	-2.2774e-007	-8.0432e-008
1634.6	2.4619e-007	-178.14	-2.4606e-007	-7.9905e-009
1652.1	2.5146e-007	163.72	-2.4137e-007	7.0504e-008
1669.7	2.5584e-007	145.01	-2.096e-007	1.4672e-007
1687.5	2.5814e-007	126.01	-1.5177e-007	2.0881e-007
1705.5	2.5851e-007	107.14	-7.618e-008	2.4703e-007
1723.7	2.5863e-007	88.632	6.1729e-009	2.5856e-007
1742.1	2.6049e-007	70.362	8.7544e-008	2.4534e-007
1760.7	2.6506e-007	51.906	1.6353e-007	2.086e-007
1779.5	2.7163e-007	32.813	2.2829e-007	1.472e-007
1798.5	2.7805e-007	12.915	2.7102e-007	6.2146e-008
1817.7	2.8212e-007	-7.5251	2.7969e-007	-3.6947e-008
1837.1	2.8348e-007	-28.013	2.5027e-007	-1.3314e-007
1856.7	2.8372e-007	-48.254	1.8891e-007	-2.1169e-007
1876.6	2.8455e-007	-68.335	1.0505e-007	-2.6445e-007
1896.6	2.8631e-007	-88.486	7.563e-009	-2.8621e-007
1916.8	2.8847e-007	-108.76	-9.276e-008	-2.7315e-007
1937.3	2.9134e-007	-129.02	-1.8341e-007	-2.2636e-007
1958.	2.9662e-007	-149.33	-2.5512e-007	-1.5132e-007
1978.9	3.0537e-007	-170.22	-3.0094e-007	-5.1853e-008
2000.	3.1495e-007	167.66	-3.0767e-007	6.7312e-008
