Frequency (Hz)	Amplitude (MPa)	Phase Angle (deg)	Real (MPa)	Imaginary (MPa)
237.42	6.945e-007	-88.692	1.5859e-008	-6.9432e-007
239.29	7.5621e-007	-89.102	1.1849e-008	-7.5611e-007
241.17	8.2817e-007	-89.577	6.1087e-009	-8.2815e-007
243.07	9.1342e-007	-90.137	-2.1861e-009	-9.1342e-007
244.98	1.0163e-006	-90.81	-1.4368e-008	-1.0162e-006
246.91	1.1432e-006	-91.638	-3.2685e-008	-1.1427e-006
248.86	1.3041e-006	-92.687	-6.1139e-008	-1.3027e-006
250.81	1.515e-006	-94.063	-1.0733e-007	-1.5112e-006
252.79	1.8039e-006	-95.95	-1.8699e-007	-1.7942e-006
254.78	2.2234e-006	-98.702	-3.3638e-007	-2.1978e-006
256.78	2.8831e-006	-103.08	-6.5253e-007	-2.8083e-006
258.8	4.0428e-006	-111.03	-1.4511e-006	-3.7735e-006
260.84	6.3258e-006	-128.68	-3.9532e-006	-4.9384e-006
262.89	9.1369e-006	-172.01	-9.0482e-006	-1.2703e-006
264.96	6.653e-006	141.3	-5.192e-006	4.1599e-006
267.05	4.1712e-006	121.46	-2.1771e-006	3.5579e-006
269.15	2.9171e-006	112.5	-1.1163e-006	2.6951e-006
271.27	2.2141e-006	107.3	-6.5827e-007	2.114e-006
273.4	1.7702e-006	103.56	-4.1505e-007	1.7208e-006
275.56	1.4619e-006	100.29	-2.6123e-007	1.4384e-006
277.72	1.2266e-006	96.89	-1.4714e-007	1.2178e-006
279.91	1.0222e-006	93.061	-5.4588e-008	1.0208e-006
282.11	8.169e-007	89.979	2.9792e-010	8.169e-007
284.33	6.3192e-007	92.28	-2.514e-008	6.3142e-007
286.57	5.3942e-007	99.876	-9.2525e-008	5.3143e-007
288.83	5.0769e-007	105.04	-1.3173e-007	4.903e-007
291.1	4.8402e-007	107.12	-1.4249e-007	4.6257e-007
293.39	4.5726e-007	107.9	-1.4055e-007	4.3513e-007
295.7	4.2856e-007	108.26	-1.3427e-007	4.0699e-007
298.03	3.9975e-007	108.53	-1.2701e-007	3.7903e-007
300.37	3.7188e-007	108.83	-1.2003e-007	3.5198e-007
302.74	3.4547e-007	109.23	-1.1376e-007	3.262e-007
305.12	3.207e-007	109.74	-1.0833e-007	3.0185e-007
307.52	2.9762e-007	110.4	-1.0374e-007	2.7895e-007
309.94	2.7621e-007	111.22	-9.9955e-008	2.5749e-007
312.38	2.5644e-007	112.21	-9.6941e-008	2.3741e-007
314.84	2.383e-007	113.41	-9.4665e-008	2.1869e-007
317.32	2.218e-007	114.82	-9.3111e-008	2.0131e-007
319.82	2.0702e-007	116.47	-9.2277e-008	1.8532e-007
322.33	1.9412e-007	118.35	-9.2166e-008	1.7084e-007
324.87	1.8333e-007	120.4	-9.2766e-008	1.5813e-007
327.43	1.7501e-007	122.48	-9.3988e-008	1.4763e-007
330.	1.6958e-007	124.28	-9.5513e-008	1.4013e-007
332.6	1.6733e-007	125.17	-9.6379e-008	1.3679e-007
335.22	1.6782e-007	124.09	-9.4058e-008	1.3898e-007
337.86	1.6825e-007	119.59	-8.3079e-008	1.4631e-007
340.52	1.6148e-007	110.58	-5.6773e-008	1.5117e-007
343.2	1.3951e-007	98.117	-1.97e-008	1.3812e-007
345.9	1.052e-007	85.387	8.4601e-009	1.0486e-007
348.62	6.9838e-008	73.945	1.9314e-008	6.7114e-008
351.36	3.9989e-008	60.701	1.9569e-008	3.4873e-008
354.13	1.8283e-008	29.081	1.5978e-008	8.8862e-009
356.92	1.7228e-008	-47.46	1.1648e-008	-1.2693e-008
359.72	3.2433e-008	-76.381	7.637e-009	-3.1521e-008
362.56	4.8878e-008	-85.063	4.206e-009	-4.8696e-008
365.41	6.4927e-008	-88.81	1.3484e-009	-6.4913e-008
368.29	8.0625e-008	-90.723	-1.0172e-009	-8.0619e-008
371.18	9.6168e-008	-91.777	-2.982e-009	-9.6121e-008
374.11	1.1175e-007	-92.374	-4.6281e-009	-1.1165e-007
377.05	1.2753e-007	-92.708	-6.025e-009	-1.2739e-007
380.02	1.4369e-007	-92.885	-7.2312e-009	-1.4351e-007
383.01	1.6039e-007	-92.965	-8.297e-009	-1.6018e-007
386.02	1.778e-007	-92.988	-9.268e-009	-1.7756e-007
389.06	1.9613e-007	-92.978	-1.019e-008	-1.9587e-007
392.12	2.1561e-007	-92.954	-1.1112e-008	-2.1533e-007
395.21	2.3654e-007	-92.931	-1.2094e-008	-2.3623e-007
398.32	2.5928e-007	-92.922	-1.3217e-008	-2.5894e-007
401.46	2.8432e-007	-92.943	-1.4598e-008	-2.8394e-007
404.61	3.1231e-007	-93.014	-1.6421e-008	-3.1188e-007
407.8	3.4417e-007	-93.162	-1.8983e-008	-3.4364e-007
411.01	3.8119e-007	-93.429	-2.2799e-008	-3.8051e-007
414.24	4.2534e-007	-93.883	-2.8805e-008	-4.2436e-007
417.5	4.7962e-007	-94.641	-3.8805e-008	-4.7805e-007
420.79	5.4894e-007	-95.911	-5.6534e-008	-5.4602e-007
424.1	6.4156e-007	-98.097	-9.0367e-008	-6.3516e-007
427.44	7.7161e-007	-102.03	-1.6084e-007	-7.5466e-007
430.8	9.6037e-007	-109.54	-3.2128e-007	-9.0503e-007
434.19	1.2083e-006	-124.47	-6.8391e-007	-9.9609e-007
437.61	1.3291e-006	-150.22	-1.1536e-006	-6.6016e-007
441.06	1.0659e-006	-175.54	-1.0627e-006	-8.2888e-008
444.53	7.3262e-007	172.88	-7.2697e-007	9.0798e-008
448.03	5.1638e-007	172.81	-5.1231e-007	6.4656e-008
451.55	3.9533e-007	-179.94	-3.9533e-007	-4.1933e-010
455.11	3.3707e-007	-168.61	-3.3044e-007	-6.6541e-008
458.69	3.2062e-007	-156.53	-2.9409e-007	-1.277e-007
462.3	3.3121e-007	-146.14	-2.7505e-007	-1.8452e-007
465.94	3.5886e-007	-138.29	-2.6791e-007	-2.3875e-007
469.6	3.9798e-007	-132.76	-2.7019e-007	-2.922e-007
473.3	4.4624e-007	-129.06	-2.8118e-007	-3.4651e-007
477.03	5.0344e-007	-126.78	-3.0143e-007	-4.0323e-007
480.78	5.7091e-007	-125.66	-3.3282e-007	-4.6386e-007
484.56	6.5133e-007	-125.57	-3.7892e-007	-5.2977e-007
488.38	7.4903e-007	-126.53	-4.4588e-007	-6.0186e-007
492.22	8.7046e-007	-128.69	-5.4412e-007	-6.7943e-007
496.1	1.0249e-006	-132.4	-6.9105e-007	-7.5682e-007
500.	1.2239e-006	-138.33	-9.1416e-007	-8.1375e-007
