Frequency (Hz)	Amplitude (MPa)	Phase Angle (deg)	Real (MPa)	Imaginary (MPa)
279.91	3.6024e-007	60.993	1.7469e-007	3.1505e-007
282.11	4.2964e-007	72.158	1.3164e-007	4.0898e-007
284.33	5.4945e-007	71.081	1.7815e-007	5.1977e-007
286.57	6.1816e-007	63.019	2.8046e-007	5.5088e-007
288.83	6.2694e-007	56.075	3.499e-007	5.2021e-007
291.1	6.1363e-007	51.594	3.812e-007	4.8086e-007
293.39	5.9677e-007	48.783	3.9322e-007	4.4891e-007
295.7	5.815e-007	46.943	3.9701e-007	4.2489e-007
298.03	5.6868e-007	45.665	3.9742e-007	4.0676e-007
300.37	5.5806e-007	44.722	3.9652e-007	3.9269e-007
302.74	5.4921e-007	43.985	3.9517e-007	3.8141e-007
305.12	5.4171e-007	43.38	3.9373e-007	3.7206e-007
307.52	5.3521e-007	42.861	3.9231e-007	3.6406e-007
309.94	5.294e-007	42.403	3.9092e-007	3.5699e-007
312.38	5.2403e-007	41.99	3.8949e-007	3.5057e-007
314.84	5.1885e-007	41.614	3.8791e-007	3.4457e-007
317.32	5.1363e-007	41.278	3.86e-007	3.3885e-007
319.82	5.0812e-007	40.992	3.8353e-007	3.333e-007
322.33	5.0205e-007	40.777	3.8018e-007	3.2789e-007
324.87	4.9508e-007	40.679	3.7546e-007	3.227e-007
327.43	4.8692e-007	40.78	3.687e-007	3.1803e-007
330.	4.7735e-007	41.238	3.5896e-007	3.1467e-007
332.6	4.6687e-007	42.338	3.4511e-007	3.1444e-007
335.22	4.5819e-007	44.525	3.2666e-007	3.2129e-007
337.86	4.5956e-007	48.089	3.0697e-007	3.42e-007
340.52	4.8446e-007	51.853	2.9925e-007	3.8099e-007
343.2	5.3173e-007	52.905	3.2071e-007	4.2412e-007
345.9	5.7464e-007	50.746	3.6361e-007	4.4497e-007
348.62	5.9776e-007	47.576	4.0326e-007	4.4125e-007
351.36	6.0621e-007	44.769	4.3038e-007	4.2692e-007
354.13	6.0768e-007	42.563	4.4758e-007	4.1104e-007
356.92	6.0645e-007	40.841	4.588e-007	3.9659e-007
359.72	6.0439e-007	39.454	4.6667e-007	3.8407e-007
362.56	6.0222e-007	38.296	4.7263e-007	3.7321e-007
365.41	6.0022e-007	37.293	4.775e-007	3.6367e-007
368.29	5.9846e-007	36.397	4.8172e-007	3.5511e-007
371.18	5.9695e-007	35.575	4.8553e-007	3.4729e-007
374.11	5.9566e-007	34.807	4.8908e-007	3.4001e-007
377.05	5.9454e-007	34.077	4.9245e-007	3.3312e-007
380.02	5.9356e-007	33.373	4.9569e-007	3.2651e-007
383.01	5.9268e-007	32.685	4.9883e-007	3.2007e-007
386.02	5.9187e-007	32.008	5.0189e-007	3.1372e-007
389.06	5.9108e-007	31.335	5.0487e-007	3.0739e-007
392.12	5.9028e-007	30.659	5.0777e-007	3.01e-007
395.21	5.8941e-007	29.975	5.1057e-007	2.9448e-007
398.32	5.8842e-007	29.276	5.1327e-007	2.8775e-007
401.46	5.8723e-007	28.553	5.1581e-007	2.8068e-007
404.61	5.8574e-007	27.797	5.1815e-007	2.7315e-007
407.8	5.8378e-007	26.996	5.2017e-007	2.6499e-007
411.01	5.8112e-007	26.132	5.2172e-007	2.5594e-007
414.24	5.7737e-007	25.182	5.2249e-007	2.4567e-007
417.5	5.7187e-007	24.118	5.2195e-007	2.3368e-007
420.79	5.6347e-007	22.899	5.1906e-007	2.1925e-007
424.1	5.4986e-007	21.492	5.1163e-007	2.0145e-007
427.44	5.2636e-007	19.952	4.9477e-007	1.7962e-007
430.8	4.8336e-007	18.951	4.5716e-007	1.5698e-007
434.19	4.1284e-007	22.758	3.807e-007	1.597e-007
437.61	4.0345e-007	40.089	3.0866e-007	2.5982e-007
441.06	5.2834e-007	45.385	3.7107e-007	3.761e-007
444.53	6.0453e-007	40.364	4.6062e-007	3.9152e-007
448.03	6.3345e-007	35.991	5.1253e-007	3.7225e-007
451.55	6.4567e-007	32.925	5.4196e-007	3.5095e-007
455.11	6.5234e-007	30.674	5.6107e-007	3.328e-007
458.69	6.5722e-007	28.896	5.754e-007	3.1758e-007
462.3	6.617e-007	27.394	5.875e-007	3.0445e-007
465.94	6.664e-007	26.051	5.9869e-007	2.9266e-007
469.6	6.7164e-007	24.79	6.0975e-007	2.8161e-007
473.3	6.7767e-007	23.553	6.2122e-007	2.7079e-007
477.03	6.8472e-007	22.287	6.3357e-007	2.5968e-007
480.78	6.9304e-007	20.938	6.4727e-007	2.4767e-007
484.56	7.0289e-007	19.438	6.6282e-007	2.3391e-007
488.38	7.1457e-007	17.69	6.8078e-007	2.1713e-007
492.22	7.2828e-007	15.545	7.0164e-007	1.9517e-007
496.1	7.4374e-007	12.763	7.2536e-007	1.6431e-007
500.	7.5896e-007	8.9505	7.4972e-007	1.1808e-007
