Frequency (Hz)	Amplitude (MPa)	Phase Angle (deg)	Real (MPa)	Imaginary (MPa)
992.4	4.1284e-007	4.945	4.1131e-007	3.5587e-008
1003.	4.0992e-007	5.0018	4.0836e-007	3.5739e-008
1013.7	4.0717e-007	5.1142	4.0555e-007	3.6296e-008
1024.5	4.0474e-007	5.275	4.0303e-007	3.721e-008
1035.5	4.0271e-007	5.4669	4.0088e-007	3.8367e-008
1046.5	4.0111e-007	5.6667	3.9915e-007	3.9606e-008
1057.7	3.9987e-007	5.8508	3.9779e-007	4.0762e-008
1069.	3.9884e-007	6.004	3.9665e-007	4.1717e-008
1080.4	3.9781e-007	6.1257	3.9554e-007	4.245e-008
1091.9	3.9663e-007	6.2325	3.9428e-007	4.3059e-008
1103.6	3.9521e-007	6.3545	3.9278e-007	4.3742e-008
1115.3	3.9363e-007	6.5254	3.9108e-007	4.4733e-008
1127.3	3.921e-007	6.7694	3.8936e-007	4.6218e-008
1139.3	3.9089e-007	7.0898	3.879e-007	4.8246e-008
1151.4	3.9029e-007	7.4633	3.8698e-007	5.0695e-008
1163.7	3.9043e-007	7.8459	3.8678e-007	5.3297e-008
1176.2	3.9126e-007	8.1871	3.8727e-007	5.5717e-008
1188.7	3.9253e-007	8.45	3.8827e-007	5.768e-008
1201.4	3.9389e-007	8.627	3.8943e-007	5.9084e-008
1214.2	3.9504e-007	8.7443	3.9045e-007	6.0056e-008
1227.2	3.9587e-007	8.8502	3.9116e-007	6.0905e-008
1240.3	3.9652e-007	8.9919	3.9164e-007	6.1973e-008
1253.5	3.9734e-007	9.189	3.9224e-007	6.3451e-008
1266.9	3.9871e-007	9.4188	3.9333e-007	6.5249e-008
1280.4	4.0082e-007	9.623	3.9518e-007	6.7002e-008
1294.1	4.0352e-007	9.7349	3.9771e-007	6.8231e-008
1307.9	4.0637e-007	9.7166	4.0054e-007	6.8585e-008
1321.9	4.088e-007	9.5846	4.0309e-007	6.8067e-008
1336.	4.1046e-007	9.4078	4.0494e-007	6.7094e-008
1350.2	4.1144e-007	9.2728	4.0607e-007	6.6298e-008
1364.7	4.1228e-007	9.2332	4.0694e-007	6.6152e-008
1379.2	4.1366e-007	9.2693	4.0826e-007	6.663e-008
1393.9	4.16e-007	9.29	4.1054e-007	6.7155e-008
1408.8	4.1907e-007	9.1831	4.137e-007	6.6879e-008
1423.9	4.2205e-007	8.8885	4.1699e-007	6.5213e-008
1439.1	4.2395e-007	8.4517	4.1935e-007	6.2311e-008
1454.4	4.2427e-007	8.0132	4.2013e-007	5.9144e-008
1470.	4.2347e-007	7.7288	4.1963e-007	5.6951e-008
1485.6	4.2283e-007	7.659	4.1906e-007	5.6354e-008
1501.5	4.2362e-007	7.7058	4.1979e-007	5.6802e-008
1517.5	4.2612e-007	7.6572	4.2232e-007	5.6779e-008
1533.7	4.2922e-007	7.3312	4.2571e-007	5.4771e-008
1550.1	4.3094e-007	6.7306	4.2797e-007	5.0507e-008
1566.6	4.2986e-007	6.088	4.2744e-007	4.5589e-008
1583.4	4.2653e-007	5.7336	4.2439e-007	4.2611e-008
1600.3	4.2352e-007	5.8409	4.2132e-007	4.31e-008
1617.4	4.2377e-007	6.2301	4.2127e-007	4.5989e-008
1634.6	4.2826e-007	6.4187	4.2558e-007	4.7876e-008
1652.1	4.3461e-007	5.9439	4.3227e-007	4.5006e-008
1669.7	4.3796e-007	4.754	4.3645e-007	3.6297e-008
1687.5	4.3434e-007	3.3623	4.3359e-007	2.5474e-008
1705.5	4.244e-007	2.576	4.2397e-007	1.9075e-008
1723.7	4.1378e-007	2.9123	4.1325e-007	2.1023e-008
1742.1	4.0916e-007	4.1269	4.081e-007	2.9445e-008
1760.7	4.134e-007	5.2888	4.1164e-007	3.8105e-008
1779.5	4.2326e-007	5.4435	4.2135e-007	4.0152e-008
1798.5	4.3108e-007	4.3602	4.2984e-007	3.2773e-008
1817.7	4.304e-007	2.7321	4.2991e-007	2.0515e-008
1837.1	4.2158e-007	1.6157	4.2141e-007	1.1887e-008
1856.7	4.1098e-007	1.5519	4.1083e-007	1.113e-008
1876.6	4.0431e-007	2.2054	4.0401e-007	1.5559e-008
1896.6	4.0195e-007	2.888	4.0144e-007	2.0252e-008
1916.8	4.0066e-007	3.3805	3.9997e-007	2.3626e-008
1937.3	3.9947e-007	4.0449	3.9848e-007	2.8178e-008
1958.	4.0213e-007	5.0011	4.006e-007	3.5056e-008
1978.9	4.1176e-007	5.4452	4.099e-007	3.9073e-008
2000.	4.2296e-007	4.2757	4.2178e-007	3.1534e-008
