Frequency (Hz)	Amplitude (MPa)	Phase Angle (deg)	Real (MPa)	Imaginary (MPa)
497.68	4.6582e-007	32.777	3.9165e-007	2.5218e-007
502.99	4.6773e-007	32.246	3.9559e-007	2.4956e-007
508.36	4.6957e-007	31.712	3.9947e-007	2.4683e-007
513.79	4.7135e-007	31.176	4.0328e-007	2.44e-007
519.27	4.7306e-007	30.638	4.0702e-007	2.4108e-007
524.82	4.747e-007	30.098	4.1069e-007	2.3805e-007
530.42	4.7626e-007	29.557	4.1428e-007	2.3494e-007
536.08	4.7776e-007	29.015	4.1779e-007	2.3173e-007
541.8	4.7918e-007	28.473	4.2122e-007	2.2844e-007
547.59	4.8053e-007	27.929	4.2456e-007	2.2507e-007
553.43	4.8182e-007	27.386	4.2782e-007	2.2163e-007
559.34	4.8304e-007	26.841	4.31e-007	2.181e-007
565.31	4.8419e-007	26.296	4.3408e-007	2.145e-007
571.35	4.8527e-007	25.75	4.3708e-007	2.1082e-007
577.44	4.8628e-007	25.202	4.3999e-007	2.0706e-007
583.61	4.8722e-007	24.652	4.4281e-007	2.0322e-007
589.84	4.8807e-007	24.101	4.4553e-007	1.993e-007
596.13	4.8885e-007	23.547	4.4814e-007	1.953e-007
602.5	4.8953e-007	22.992	4.5064e-007	1.9121e-007
608.93	4.9011e-007	22.434	4.5302e-007	1.8704e-007
615.43	4.9058e-007	21.876	4.5526e-007	1.8279e-007
622.	4.9094e-007	21.317	4.5736e-007	1.7847e-007
628.64	4.9118e-007	20.758	4.593e-007	1.7408e-007
635.35	4.913e-007	20.201	4.6108e-007	1.6965e-007
642.13	4.9129e-007	19.646	4.6269e-007	1.6518e-007
648.98	4.9116e-007	19.096	4.6413e-007	1.6069e-007
655.91	4.9092e-007	18.551	4.6541e-007	1.5619e-007
662.91	4.9056e-007	18.012	4.6652e-007	1.5169e-007
669.99	4.9011e-007	17.48	4.6748e-007	1.4722e-007
677.14	4.8957e-007	16.954	4.6829e-007	1.4276e-007
684.37	4.8895e-007	16.434	4.6898e-007	1.3833e-007
691.67	4.8826e-007	15.919	4.6953e-007	1.3392e-007
699.06	4.8749e-007	15.408	4.6997e-007	1.2952e-007
706.52	4.8664e-007	14.9	4.7028e-007	1.2513e-007
714.06	4.8571e-007	14.394	4.7046e-007	1.2075e-007
721.68	4.8468e-007	13.89	4.7051e-007	1.1635e-007
729.39	4.8354e-007	13.388	4.704e-007	1.1196e-007
737.17	4.8227e-007	12.887	4.7012e-007	1.0756e-007
745.04	4.8085e-007	12.392	4.6965e-007	1.0319e-007
752.99	4.7928e-007	11.903	4.6898e-007	9.8853e-008
761.03	4.7756e-007	11.423	4.681e-007	9.4585e-008
769.16	4.7569e-007	10.957	4.6702e-007	9.0414e-008
777.37	4.7369e-007	10.505	4.6575e-007	8.6365e-008
785.66	4.7158e-007	10.071	4.6431e-007	8.2462e-008
794.05	4.6938e-007	9.6543	4.6273e-007	7.8716e-008
802.53	4.6712e-007	9.2556	4.6104e-007	7.5131e-008
811.09	4.6481e-007	8.8734	4.5925e-007	7.1698e-008
819.75	4.6246e-007	8.5058	4.5738e-007	6.8403e-008
828.5	4.6008e-007	8.1509	4.5543e-007	6.523e-008
837.35	4.5765e-007	7.8072	4.5341e-007	6.2167e-008
846.28	4.5515e-007	7.4746	4.5128e-007	5.9209e-008
855.32	4.5257e-007	7.1544	4.4904e-007	5.6365e-008
864.45	4.4989e-007	6.8496	4.4668e-007	5.3655e-008
873.68	4.4711e-007	6.564	4.4418e-007	5.1111e-008
883.	4.4426e-007	6.3019	4.4157e-007	4.8765e-008
892.43	4.4135e-007	6.0664	4.3888e-007	4.6642e-008
901.95	4.3843e-007	5.8589	4.3614e-007	4.4754e-008
911.58	4.3553e-007	5.6785	4.3339e-007	4.3094e-008
921.31	4.3269e-007	5.5218	4.3068e-007	4.1635e-008
931.15	4.299e-007	5.3841	4.28e-007	4.0338e-008
941.09	4.2715e-007	5.2612	4.2535e-007	3.9168e-008
951.13	4.2441e-007	5.1511	4.227e-007	3.8105e-008
961.28	4.2163e-007	5.0559	4.1999e-007	3.7157e-008
971.54	4.1877e-007	4.9825	4.1718e-007	3.6371e-008
981.92	4.1582e-007	4.9416	4.1428e-007	3.5819e-008
