Frequency (Hz)	Amplitude (MPa)	Phase Angle (deg)	Real (MPa)	Imaginary (MPa)
62.77	2.4934e-007	90.	0.	2.4934e-007
63.44	2.456e-007	90.	0.	2.456e-007
64.117	2.4189e-007	90.	0.	2.4189e-007
64.802	2.382e-007	90.	0.	2.382e-007
65.493	2.3454e-007	90.	0.	2.3454e-007
66.192	2.3091e-007	90.	0.	2.3091e-007
66.899	2.273e-007	90.	0.	2.273e-007
67.613	2.2371e-007	90.	0.	2.2371e-007
68.335	2.2015e-007	90.	0.	2.2015e-007
69.064	2.1662e-007	90.	0.	2.1662e-007
69.801	2.131e-007	90.	0.	2.131e-007
70.547	2.0961e-007	90.	0.	2.0961e-007
71.3	2.0615e-007	90.	0.	2.0615e-007
72.061	2.027e-007	90.	0.	2.027e-007
72.83	1.9928e-007	90.	0.	1.9928e-007
73.607	1.9588e-007	90.	0.	1.9588e-007
74.393	1.9249e-007	90.	0.	1.9249e-007
75.187	1.8913e-007	90.	0.	1.8913e-007
75.99	1.8579e-007	90.	0.	1.8579e-007
76.801	1.8247e-007	90.	0.	1.8247e-007
77.621	1.7917e-007	90.	0.	1.7917e-007
78.449	1.7588e-007	90.	0.	1.7588e-007
79.287	1.7262e-007	90.	0.	1.7262e-007
80.133	1.6937e-007	90.	0.	1.6937e-007
80.988	1.6614e-007	90.	0.	1.6614e-007
81.853	1.6293e-007	90.	0.	1.6293e-007
82.727	1.5973e-007	90.	0.	1.5973e-007
83.61	1.5655e-007	90.	0.	1.5655e-007
84.502	1.5338e-007	90.	0.	1.5338e-007
85.404	1.5023e-007	90.	0.	1.5023e-007
86.316	1.471e-007	90.	0.	1.471e-007
87.237	1.4398e-007	90.	0.	1.4398e-007
88.168	1.4087e-007	90.	0.	1.4087e-007
89.11	1.3778e-007	90.	0.	1.3778e-007
90.061	1.347e-007	90.	0.	1.347e-007
91.022	1.3163e-007	90.	0.	1.3163e-007
91.994	1.2858e-007	90.	0.	1.2858e-007
92.976	1.2554e-007	90.	0.	1.2554e-007
93.968	1.2251e-007	90.	0.	1.2251e-007
94.971	1.1948e-007	90.	0.	1.1948e-007
95.985	1.1647e-007	90.	0.	1.1647e-007
97.01	1.1347e-007	90.	0.	1.1347e-007
98.045	1.1048e-007	90.	0.	1.1048e-007
99.092	1.075e-007	90.	0.	1.075e-007
100.15	1.0453e-007	90.	0.	1.0453e-007
101.22	1.0157e-007	90.	0.	1.0157e-007
102.3	9.8611e-008	90.	0.	9.8611e-008
103.39	9.5661e-008	90.	0.	9.5661e-008
104.49	9.2719e-008	90.	0.	9.2719e-008
105.61	8.9783e-008	90.	0.	8.9783e-008
106.74	8.6853e-008	90.	0.	8.6853e-008
107.88	8.3928e-008	90.	0.	8.3928e-008
109.03	8.1008e-008	90.	0.	8.1008e-008
110.19	7.8092e-008	90.	0.	7.8092e-008
111.37	7.518e-008	90.	0.	7.518e-008
112.56	7.2271e-008	90.	0.	7.2271e-008
113.76	6.9365e-008	90.	0.	6.9365e-008
114.97	6.6461e-008	90.	0.	6.6461e-008
116.2	6.3559e-008	90.	0.	6.3559e-008
117.44	6.0658e-008	90.	0.	6.0658e-008
118.69	5.7758e-008	90.	0.	5.7758e-008
119.96	5.4857e-008	90.	0.	5.4857e-008
121.24	5.1956e-008	90.	0.	5.1956e-008
122.54	4.9054e-008	90.	0.	4.9054e-008
123.84	4.6149e-008	90.	0.	4.6149e-008
125.17	4.3242e-008	90.	0.	4.3242e-008
126.5	4.0332e-008	90.	0.	4.0332e-008
127.85	3.7419e-008	90.	0.	3.7419e-008
129.22	3.45e-008	90.	0.	3.45e-008
130.6	3.1577e-008	90.	0.	3.1577e-008
131.99	2.8648e-008	90.	0.	2.8648e-008
133.4	2.5712e-008	90.	0.	2.5712e-008
134.82	2.2768e-008	90.	0.	2.2768e-008
136.26	1.9817e-008	90.	0.	1.9817e-008
137.72	1.6856e-008	90.	0.	1.6856e-008
139.19	1.3886e-008	90.	0.	1.3886e-008
140.67	1.0905e-008	90.	0.	1.0905e-008
142.17	7.913e-009	90.	0.	7.913e-009
143.69	4.9083e-009	90.	0.	4.9083e-009
145.23	1.8903e-009	90.	0.	1.8903e-009
146.78	1.1419e-009	-90.	0.	-1.1419e-009
148.34	4.1895e-009	-90.	0.	-4.1895e-009
149.93	7.2534e-009	-90.	0.	-7.2534e-009
151.53	1.0335e-008	-90.	0.	-1.0335e-008
153.14	1.3434e-008	-90.	0.	-1.3434e-008
154.78	1.6554e-008	-90.	0.	-1.6554e-008
156.43	1.9694e-008	-90.	0.	-1.9694e-008
158.1	2.2857e-008	-90.	0.	-2.2857e-008
159.79	2.6043e-008	-90.	0.	-2.6043e-008
161.49	2.9254e-008	-90.	0.	-2.9254e-008
163.22	3.2491e-008	-90.	0.	-3.2491e-008
164.96	3.5756e-008	-90.	0.	-3.5756e-008
166.72	3.905e-008	-90.	0.	-3.905e-008
168.5	4.2375e-008	-90.	0.	-4.2375e-008
170.3	4.5733e-008	-90.	0.	-4.5733e-008
172.12	4.9126e-008	-90.	0.	-4.9126e-008
173.95	5.2555e-008	-90.	0.	-5.2555e-008
175.81	5.6023e-008	-90.	0.	-5.6023e-008
177.69	5.9531e-008	-90.	0.	-5.9531e-008
179.58	6.3082e-008	-90.	0.	-6.3082e-008
181.5	6.6679e-008	-90.	0.	-6.6679e-008
183.44	7.0323e-008	-90.	0.	-7.0323e-008
185.4	7.4018e-008	-90.	0.	-7.4018e-008
187.38	7.7767e-008	-90.	0.	-7.7767e-008
189.38	8.1571e-008	-90.	0.	-8.1571e-008
191.4	8.5436e-008	-90.	0.	-8.5436e-008
193.44	8.9363e-008	-90.	0.	-8.9363e-008
195.51	9.3357e-008	-90.	0.	-9.3357e-008
197.59	9.7422e-008	-90.	0.	-9.7422e-008
199.7	1.0156e-007	-90.	0.	-1.0156e-007
201.83	1.0578e-007	-90.	0.	-1.0578e-007
203.99	1.1008e-007	-90.	0.	-1.1008e-007
206.17	1.1448e-007	-90.	0.	-1.1448e-007
208.37	1.1896e-007	-90.	0.	-1.1896e-007
210.59	1.2355e-007	-90.	0.	-1.2355e-007
212.84	1.2825e-007	-90.	0.	-1.2825e-007
215.11	1.3306e-007	-90.	0.	-1.3306e-007
217.41	1.3799e-007	-90.	0.	-1.3799e-007
219.73	1.4306e-007	-90.	0.	-1.4306e-007
222.07	1.4826e-007	-90.	0.	-1.4826e-007
224.44	1.5362e-007	-90.	0.	-1.5362e-007
226.84	1.5913e-007	-90.	0.	-1.5913e-007
229.26	1.6482e-007	-90.	0.	-1.6482e-007
231.71	1.707e-007	-90.	0.	-1.707e-007
234.18	1.7678e-007	-90.	0.	-1.7678e-007
236.68	1.8308e-007	-90.	0.	-1.8308e-007
239.21	1.8961e-007	-90.	0.	-1.8961e-007
241.76	1.964e-007	-90.	0.	-1.964e-007
244.34	2.0347e-007	-90.	0.	-2.0347e-007
246.95	2.1085e-007	-90.	0.	-2.1085e-007
249.59	2.1855e-007	-90.	0.	-2.1855e-007
252.25	2.2663e-007	-90.	0.	-2.2663e-007
254.94	2.3511e-007	-90.	0.	-2.3511e-007
257.66	2.4404e-007	-90.	0.	-2.4404e-007
260.41	2.5346e-007	-90.	0.	-2.5346e-007
263.19	2.6343e-007	-90.	0.	-2.6343e-007
266.	2.7402e-007	-90.	0.	-2.7402e-007
268.84	2.853e-007	-90.	0.	-2.853e-007
271.71	2.9736e-007	-90.	0.	-2.9736e-007
274.61	3.1031e-007	-90.	0.	-3.1031e-007
277.54	3.2427e-007	-90.	0.	-3.2427e-007
280.51	3.3939e-007	-90.	0.	-3.3939e-007
283.5	3.5585e-007	-90.	0.	-3.5585e-007
286.53	3.7389e-007	-90.	0.	-3.7389e-007
289.59	3.9376e-007	-90.	0.	-3.9376e-007
292.68	4.1582e-007	-90.	0.	-4.1582e-007
295.8	4.4051e-007	-90.	0.	-4.4051e-007
298.96	4.6839e-007	-90.	0.	-4.6839e-007
302.15	5.002e-007	-90.	0.	-5.002e-007
305.37	5.3693e-007	-90.	0.	-5.3693e-007
308.63	5.7993e-007	-90.	0.	-5.7993e-007
311.93	6.3112e-007	-90.	0.	-6.3112e-007
315.26	6.9326e-007	-90.	0.	-6.9326e-007
318.62	7.7053e-007	-90.	0.	-7.7053e-007
322.02	8.6956e-007	-90.	0.	-8.6956e-007
325.46	1.0015e-006	-90.	0.	-1.0015e-006
328.94	1.1869e-006	-90.	0.	-1.1869e-006
332.45	1.4674e-006	-90.	0.	-1.4674e-006
336.	1.9437e-006	-90.	0.	-1.9437e-006
339.58	2.9368e-006	-90.	0.	-2.9368e-006
343.21	6.3114e-006	-90.	0.	-6.3114e-006
346.87	3.0268e-005	90.	0.	3.0268e-005
350.57	4.246e-006	90.	0.	4.246e-006
354.32	2.2179e-006	90.	0.	2.2179e-006
358.1	1.4675e-006	90.	0.	1.4675e-006
361.92	1.0754e-006	90.	0.	1.0754e-006
365.78	8.335e-007	90.	0.	8.335e-007
369.69	6.6876e-007	90.	0.	6.6876e-007
373.63	5.4886e-007	90.	0.	5.4886e-007
377.62	4.5729e-007	90.	0.	4.5729e-007
381.65	3.8476e-007	90.	0.	3.8476e-007
385.73	3.2563e-007	90.	0.	3.2563e-007
389.85	2.7627e-007	90.	0.	2.7627e-007
394.01	2.3424e-007	90.	0.	2.3424e-007
398.21	1.9786e-007	90.	0.	1.9786e-007
402.46	1.659e-007	90.	0.	1.659e-007
406.76	1.3746e-007	90.	0.	1.3746e-007
411.1	1.1187e-007	90.	0.	1.1187e-007
415.49	8.8602e-008	90.	0.	8.8602e-008
419.92	6.7247e-008	90.	0.	6.7247e-008
424.41	4.748e-008	90.	0.	4.748e-008
428.94	2.9038e-008	90.	0.	2.9038e-008
433.52	1.1707e-008	90.	0.	1.1707e-008
438.14	4.6918e-009	-90.	0.	-4.6918e-009
442.82	2.0309e-008	-90.	0.	-2.0309e-008
447.55	3.5271e-008	-90.	0.	-3.5271e-008
452.32	4.9688e-008	-90.	0.	-4.9688e-008
457.15	6.3657e-008	-90.	0.	-6.3657e-008
462.03	7.7261e-008	-90.	0.	-7.7261e-008
466.96	9.0578e-008	-90.	0.	-9.0578e-008
471.95	1.0368e-007	-90.	0.	-1.0368e-007
476.99	1.1662e-007	-90.	0.	-1.1662e-007
482.08	1.2947e-007	-90.	0.	-1.2947e-007
487.22	1.4228e-007	-90.	0.	-1.4228e-007
492.43	1.551e-007	-90.	0.	-1.551e-007
497.68	1.6801e-007	-90.	0.	-1.6801e-007
502.99	1.8104e-007	-90.	0.	-1.8104e-007
508.36	1.9425e-007	-90.	0.	-1.9425e-007
513.79	2.0772e-007	-90.	0.	-2.0772e-007
519.27	2.2149e-007	-90.	0.	-2.2149e-007
524.82	2.3564e-007	-90.	0.	-2.3564e-007
530.42	2.5024e-007	-90.	0.	-2.5024e-007
536.08	2.6538e-007	-90.	0.	-2.6538e-007
541.8	2.8114e-007	-90.	0.	-2.8114e-007
547.59	2.9764e-007	-90.	0.	-2.9764e-007
553.43	3.15e-007	-90.	0.	-3.15e-007
559.34	3.3337e-007	-90.	0.	-3.3337e-007
565.31	3.5291e-007	-90.	0.	-3.5291e-007
571.35	3.7383e-007	-90.	0.	-3.7383e-007
577.44	3.9638e-007	-90.	0.	-3.9638e-007
583.61	4.2088e-007	-90.	0.	-4.2088e-007
589.84	4.4772e-007	-90.	0.	-4.4772e-007
596.13	4.7738e-007	-90.	0.	-4.7738e-007
602.5	5.1053e-007	-90.	0.	-5.1053e-007
608.93	5.4803e-007	-90.	0.	-5.4803e-007
615.43	5.9105e-007	-90.	0.	-5.9105e-007
622.	6.4126e-007	-90.	0.	-6.4126e-007
628.64	7.0107e-007	-90.	0.	-7.0107e-007
635.35	7.7416e-007	-90.	0.	-7.7416e-007
642.13	8.6644e-007	-90.	0.	-8.6644e-007
648.98	9.881e-007	-90.	0.	-9.881e-007
655.91	1.1586e-006	-90.	0.	-1.1586e-006
662.91	1.4205e-006	-90.	0.	-1.4205e-006
669.99	1.8932e-006	-90.	0.	-1.8932e-006
677.14	3.1431e-006	-90.	0.	-3.1431e-006
684.37	6.8876e-006	90.	0.	6.8876e-006
691.67	2.1833e-005	-90.	0.	-2.1833e-005
699.06	3.0553e-006	90.	0.	3.0553e-006
706.52	1.2772e-006	90.	0.	1.2772e-006
714.06	6.4768e-007	90.	0.	6.4768e-007
721.68	2.8364e-007	90.	0.	2.8364e-007
729.39	5.6661e-009	90.	0.	5.6661e-009
737.17	2.6563e-007	-90.	0.	-2.6563e-007
745.04	6.1279e-007	-90.	0.	-6.1279e-007
752.99	1.2497e-006	-90.	0.	-1.2497e-006
761.03	3.6823e-006	-90.	0.	-3.6823e-006
769.16	6.4232e-006	90.	0.	6.4232e-006
777.37	1.8001e-006	90.	0.	1.8001e-006
785.66	1.0315e-006	90.	0.	1.0315e-006
794.05	6.978e-007	90.	0.	6.978e-007
802.53	5.0249e-007	90.	0.	5.0249e-007
811.09	3.6898e-007	90.	0.	3.6898e-007
819.75	2.6837e-007	90.	0.	2.6837e-007
828.5	1.8716e-007	90.	0.	1.8716e-007
837.35	1.1802e-007	90.	0.	1.1802e-007
846.28	5.6545e-008	90.	0.	5.6545e-008
855.32	2.5456e-010	-90.	0.	-2.5456e-010
864.45	5.462e-008	-90.	0.	-5.462e-008
873.68	1.0847e-007	-90.	0.	-1.0847e-007
883.	1.6368e-007	-90.	0.	-1.6368e-007
892.43	2.224e-007	-90.	0.	-2.224e-007
901.95	2.8743e-007	-90.	0.	-2.8743e-007
911.58	3.629e-007	-90.	0.	-3.629e-007
921.31	4.557e-007	-90.	0.	-4.557e-007
931.15	5.7877e-007	-90.	0.	-5.7877e-007
941.09	7.6081e-007	-90.	0.	-7.6081e-007
951.13	1.0829e-006	-90.	0.	-1.0829e-006
961.28	1.9083e-006	-90.	0.	-1.9083e-006
971.54	1.4553e-005	-90.	0.	-1.4553e-005
981.92	1.799e-006	90.	0.	1.799e-006
992.4	5.4678e-007	90.	0.	5.4678e-007
1003.	5.8525e-008	90.	0.	5.8525e-008
1013.7	3.5248e-007	-90.	0.	-3.5248e-007
1024.5	1.0377e-006	-90.	0.	-1.0377e-006
1035.5	5.3998e-006	-90.	0.	-5.3998e-006
1046.5	2.5901e-006	90.	0.	2.5901e-006
1057.7	1.0805e-006	90.	0.	1.0805e-006
1069.	6.588e-007	90.	0.	6.588e-007
1080.4	4.4439e-007	90.	0.	4.4439e-007
1091.9	3.0569e-007	90.	0.	3.0569e-007
1103.6	2.0266e-007	90.	0.	2.0266e-007
1115.3	1.1851e-007	90.	0.	1.1851e-007
1127.3	4.4474e-008	90.	0.	4.4474e-008
1139.3	2.4991e-008	-90.	0.	-2.4991e-008
1151.4	9.4284e-008	-90.	0.	-9.4284e-008
1163.7	1.6793e-007	-90.	0.	-1.6793e-007
1176.2	2.52e-007	-90.	0.	-2.52e-007
1188.7	3.5669e-007	-90.	0.	-3.5669e-007
1201.4	5.0333e-007	-90.	0.	-5.0333e-007
1214.2	7.4942e-007	-90.	0.	-7.4942e-007
1227.2	1.3334e-006	-90.	0.	-1.3334e-006
1240.3	6.4012e-006	-90.	0.	-6.4012e-006
1253.5	2.2561e-006	90.	0.	2.2561e-006
1266.9	6.6635e-007	90.	0.	6.6635e-007
1280.4	2.3337e-007	90.	0.	2.3337e-007
1294.1	3.8386e-007	-90.	0.	-3.8386e-007
1307.9	2.4808e-007	90.	0.	2.4808e-007
1321.9	2.5933e-008	-90.	0.	-2.5933e-008
1336.	2.1147e-007	-90.	0.	-2.1147e-007
1350.2	4.3951e-007	-90.	0.	-4.3951e-007
1364.7	8.7706e-007	-90.	0.	-8.7706e-007
1379.2	3.1292e-006	-90.	0.	-3.1292e-006
1393.9	2.0994e-006	90.	0.	2.0994e-006
1408.8	6.2962e-007	90.	0.	6.2962e-007
1423.9	1.4082e-008	90.	0.	1.4082e-008
1439.1	4.4439e-007	90.	0.	4.4439e-007
1454.4	1.4804e-007	90.	0.	1.4804e-007
1470.	8.6009e-009	-90.	0.	-8.6009e-009
1485.6	1.5404e-007	-90.	0.	-1.5404e-007
1501.5	3.3549e-007	-90.	0.	-3.3549e-007
1517.5	6.5353e-007	-90.	0.	-6.5353e-007
1533.7	1.7596e-006	-90.	0.	-1.7596e-006
1550.1	3.5622e-006	90.	0.	3.5622e-006
1566.6	8.0326e-007	90.	0.	8.0326e-007
1583.4	3.6385e-007	90.	0.	3.6385e-007
1600.3	1.3269e-007	90.	0.	1.3269e-007
1617.4	1.645e-007	-90.	0.	-1.645e-007
1634.6	2.5663e-007	90.	0.	2.5663e-007
1652.1	3.4228e-008	-90.	0.	-3.4228e-008
1669.7	1.9086e-007	-90.	0.	-1.9086e-007
1687.5	3.7662e-007	-90.	0.	-3.7662e-007
1705.5	7.1952e-007	-90.	0.	-7.1952e-007
1723.7	2.3027e-006	-90.	0.	-2.3027e-006
1742.1	1.7807e-006	90.	0.	1.7807e-006
1760.7	4.7641e-007	90.	0.	4.7641e-007
1779.5	1.3278e-007	90.	0.	1.3278e-007
1798.5	9.7221e-008	-90.	0.	-9.7221e-008
1817.7	2.3831e-007	-90.	0.	-2.3831e-007
1837.1	7.8368e-007	-90.	0.	-7.8368e-007
1856.7	3.7441e-006	-90.	0.	-3.7441e-006
1876.6	1.5951e-006	90.	0.	1.5951e-006
1896.6	5.9827e-007	90.	0.	5.9827e-007
1916.8	2.9962e-007	90.	0.	2.9962e-007
1937.3	6.832e-008	90.	0.	6.832e-008
1958.	6.6649e-008	90.	0.	6.6649e-008
1978.9	5.914e-008	-90.	0.	-5.914e-008
2000.	1.7903e-007	-90.	0.	-1.7903e-007
