Frequency (Hz)	Amplitude (MPa)	Phase Angle (deg)	Real (MPa)	Imaginary (MPa)
563.64	3.4256e-009	-89.991	5.6288e-013	-3.4256e-009
574.16	3.2389e-008	89.999	5.7251e-013	3.2389e-008
584.88	6.7967e-008	89.999	5.9795e-013	6.7967e-008
595.8	1.0435e-007	90.	6.4301e-013	1.0435e-007
606.92	1.4283e-007	90.	7.1578e-013	1.4283e-007
618.25	1.8532e-007	90.	8.3306e-013	1.8532e-007
629.79	2.3506e-007	90.	1.0329e-012	2.3506e-007
641.55	2.9861e-007	90.	1.4158e-012	2.9861e-007
653.52	3.9274e-007	90.	2.3267e-012	3.9274e-007
665.72	5.8026e-007	89.999	5.693e-012	5.8026e-007
678.15	1.5231e-006	89.998	5.9141e-011	1.5231e-006
690.81	6.4225e-007	-89.997	3.0385e-011	-6.4225e-007
703.7	2.2367e-008	-89.987	5.0079e-012	-2.2367e-008
716.84	1.5742e-007	89.999	2.7029e-012	1.5742e-007
730.22	2.7471e-007	90.	2.2791e-012	2.7471e-007
743.85	3.8308e-007	90.	2.4548e-012	3.8308e-007
757.74	5.077e-007	90.	3.1582e-012	5.077e-007
771.88	6.8168e-007	90.	4.9333e-012	6.8168e-007
786.29	1.001e-006	89.999	1.0851e-011	1.001e-006
800.97	2.2178e-006	89.998	7.3861e-011	2.2178e-006
815.92	1.2423e-006	-89.995	9.822e-011	-1.2423e-006
831.15	3.8908e-007	89.997	1.9844e-011	3.8908e-007
846.66	1.4217e-006	89.999	3.7097e-011	1.4217e-006
862.47	9.539e-006	89.993	1.0972e-009	9.539e-006
878.57	2.6566e-006	-89.998	8.0072e-011	-2.6566e-006
894.97	1.1501e-006	-89.999	1.6513e-011	-1.1501e-006
911.67	6.935e-007	-89.999	7.3844e-012	-6.935e-007
928.69	4.5861e-007	-89.999	4.453e-012	-4.5861e-007
946.03	3.0685e-007	-89.999	3.1901e-012	-3.0685e-007
963.69	1.9411e-007	-89.999	2.5821e-012	-1.9411e-007
981.68	1.0097e-007	-89.999	2.3163e-012	-1.0097e-007
1000.	1.63e-008	-89.992	2.2929e-012	-1.63e-008
