Freq(hertz)	SPL(dB)		WPhase(deg)
10000.00	32.45   	-95.46  
10144.05	35.39   	131.42  
10290.17	42.64   	-38.79  
10438.39	37.44   	110.84  
10588.75	32.13   	-34.48  
10741.28	30.35   	-171.43 
10896.00	31.56   	51.27   
11052.95	36.08   	-97.14  
11212.16	41.35   	38.85   
11373.67	33.00   	-144.80 
11537.50	29.59   	66.51   
11703.69	29.46   	-81.24  
11872.28	32.96   	123.19  
12043.30	41.26   	-93.20  
12216.77	32.35   	51.32   
12392.75	28.39   	-109.44 
12571.26	28.34   	91.88   
12752.35	32.58   	-76.43  
12936.04	38.66   	32.53   
13122.37	29.61   	-172.55 
13311.40	26.76   	17.29   
13503.14	28.30   	-154.05 
13697.65	35.97   	7.05    
13894.95	31.73   	93.13   
14095.11	26.27   	-93.75  
14298.14	26.20   	85.48   
14504.10	31.94   	-109.56 
14713.02	32.86   	-42.12  
14924.96	25.62   	113.09  
15139.94	24.96   	-78.38  
15358.03	30.61   	76.92   
15579.25	31.50   	130.70  
15803.66	24.41   	-83.71  
16031.31	24.41   	73.36   
16262.23	32.08   	-153.52 
16496.48	27.85   	-108.89 
16734.10	22.91   	32.75   
16975.15	25.02   	176.12  
17219.67	34.39   	-121.66 
17467.71	23.51   	-33.88  
17719.33	22.22   	101.93  
17974.56	29.91   	-144.42 
18233.48	25.48   	-125.94 
18496.12	21.18   	-4.79   
18762.55	25.48   	112.63  
19032.82	27.31   	115.73  
19306.98	20.46   	-140.97 
19585.09	23.37   	-31.68  
19867.20	28.00   	-35.78  
20000.00	22.34   	-170.39 
